State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
ABIA,ABA NORTH,UMUOGOR,01-01-12-009,UMUOGOR HEALTH CENTRE-HEALTH CENTRE I,6,80,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,6,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/294/result_161161_1677512748_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-010,UMUOGOR HEALTH CENTRE-HEALTH CENTRE II,47,470,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,38,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/295/result_161162_1677512852_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-011,UMUOGOR HEALTH CENTRE-HEALTH CENTRE III,18,180,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,16,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/296/result_161163_1677510614_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-012,UMUOGOR HEALTH CENTRE-HEALTH CENTRE IV,64,733,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,57,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/297/result_161164_1677573790_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-015,UMUOGOR HEALTH CENTRE-HEALTH CENTRE VII,35,530,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,32,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/300/result_161167_1677515391_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-016,UMUOGOR HEALTH CENTRE-HEALTH CENTRE VIII,18,408,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,18,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/301/result_161168_1677506645_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-017,UMUOGOR HEALTH CENTRE-HEALTH CENTRE IX,53,474,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,51,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/302/result_161169_1677510421_thumb.jpg
ABIA,ABA NORTH,UMUOGOR,01-01-12-019,UMUOGOR HEALTH CENTRE-HEALTH CENTRE XI,112,929,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,106,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/304/result_161171_1677512633_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-003,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL III,158,1099,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,148,4,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/308/result_161179_1677507207_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-004,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL IV,195,1658,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,192,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/309/result_161180_1677508234_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-005,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL V,112,1376,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,111,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/310/result_161181_1677508810_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-008,EZIUKWU LOCAL GOVT.POUND OFFICE III,120,936,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,110,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/313/result_161184_1677510605_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-009,EZIUKWU VILLAGE HALL I,98,710,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,94,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/314/result_161185_1677511186_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-010,EZIUKWU VILLAGE HALL II,116,918,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,105,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/315/result_161186_1677512061_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-011,EZIUKWU VILLAGE HALL III,89,637,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,76,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/316/result_161187_1677513078_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-012,EZIUKWU PRIMARY SCHOOL I,136,869,TRUE,0,TRUE,TRUE,FALSE,FALSE,TRUE,1,134,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/317/result_161188_1677513247_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-013,EZIUKWU PRIMARY SCHOOL II,108,848,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1436,4,50,761,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/318/result_161189_1677513399_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-014,EZIUKWU PRIMARY SCHOOL III,73,672,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,71,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/319/result_161190_1677513542_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-016,EZIUKWU PRIMARY SCHOOL V,99,727,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,81,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/321/result_161192_1677513967_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-017,EZIUKWU PRIMARY SCHOOL VI,132,873,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,124,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/322/result_161193_1677514081_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-018,EZIUKWU PRIMARY SCHOOL VII,103,676,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,99,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/323/result_161194_1677514246_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-019,EZIUKWU PRIMARY SCHOOL VIII,109,633,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,107,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/324/result_161195_1677514503_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-021,EZIUKWU EBENATOR HALL II,160,1090,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,155,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/326/result_161197_1677514975_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-022,EZIUKWU -EZIUKWU EGBELU VILLAGE HALL I,76,871,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,71,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/327/result_161198_1677515115_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-023,EZIUKWU -EZIUKWU EGBELU VILLAGE HALL II,85,792,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,2,76,3,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/328/result_161199_1677515390_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-024,EZIUKWU -EZIUKWU EGBELU VILLAGE HALL III,68,466,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,62,2,62,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/329/result_161200_1677515528_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-025,EZIUKWU -EZIUKWU EGBELU VILLAGE HALL IV,63,614,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,57,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/330/result_161201_1677515942_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-026,EZIUKWU GOLDEN NURSERY SCHOOL (OMUMA ROAD) I,93,567,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,85,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/331/result_161202_1677516469_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-027,EZIUKWU GOLDEN NURSERY SCHOOL (OMUMA ROAD) II,92,885,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,90,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/332/result_161203_1677516719_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-028,EZIUKWU GOLDEN NURSERY SCHOOL (OMUMA ROAD) III,68,699,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,65,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/333/result_161204_1677517029_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-029,EZIUKWU-MAINLAND COLLEGE I,62,511,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,59,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/334/result_161205_1677517240_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-030,EZIUKWU-MAINLAND COLLEGE II,62,439,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,62,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/335/result_161206_1677506296_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-031,EZIUKWU-MAINLAND COLLEGE III,68,678,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,67,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/336/result_161207_1677506203_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-032,EZIUKWU-ASA OKPUAJA HALL I,130,1175,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,119,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/337/result_161208_1677532253_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-033,EZIUKWU-ASA OKPUAJA HALL II,175,1157,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,168,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/338/result_161209_1677499915_thumb.jpg
ABIA,ABA SOUTH,EZIUKWU,01-02-01-034,EZIUKWU-ASA OKPUAJA HALL III,147,1025,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,133,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/339/result_161210_1677533372_thumb.jpg
ABIA,ABA SOUTH,ASA,01-02-02-001,ASA RAILWAY HALT PRIMARY SCHOOL I,132,868,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,129,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/001/001-1677418347.pdf
ABIA,ABA SOUTH,ASA,01-02-02-002,ASA RAILWAY HALT PRIMARY SCHOOL II,175,990,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,167,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/002/002-1677417457.pdf
ABIA,ABA SOUTH,ASA,01-02-02-004,ASA RAILWAY HALT PRIMARY SCHOOL IV,134,869,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,121,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/004/004-1677399822.pdf
ABIA,ABA SOUTH,ASA,01-02-02-005,ASA-OSUMENYI HALL I,159,941,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,1,155,1,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/005/005-1677377571.pdf
ABIA,ABA SOUTH,ASA,01-02-02-006,ASA-OSUMENYI HALL II,205,1066,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,1,203,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/006/006-1677398285.pdf
ABIA,ABA SOUTH,ASA,01-02-02-007,ASA-OSUMENYI HALL III,156,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,150,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/007/007-1677380237.pdf
ABIA,ABA SOUTH,ASA,01-02-02-008,ASA-SCHOOL ROAD PRIM.SCH I,194,1121,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,182,2,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/008/008-1677379475.pdf
ABIA,ABA SOUTH,ASA,01-02-02-010,ASA-SCHOOL ROAD PRIM.SCH III,151,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,145,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/010/010-1677403354.pdf
ABIA,ABA SOUTH,ASA,01-02-02-011,ASA-SCHOOL ROAD PRIM.SCH IV,151,822,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,147,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/011/011-1677404836.pdf
ABIA,ABA SOUTH,ASA,01-02-02-012,ASA AWKA ETITI HALL I,67,564,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,61,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/012/012-1677402217.pdf
ABIA,ABA SOUTH,ASA,01-02-02-013,ASA AWKA ETITI HALL II,119,805,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,118,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/013/013-1677395612.pdf
ABIA,ABA SOUTH,ASA,01-02-02-014,ASA AWKA ETITI HALL III,104,756,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,99,0,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/014/014-1677399141.pdf
ABIA,ABA SOUTH,ASA,01-02-02-015,ASA-TOWNSHIP PRIM.SCH. I,127,896,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,125,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/015/015-1677401141.pdf
ABIA,ABA SOUTH,ASA,01-02-02-017,ASA-TOWNSHIP PRIM.SCH. III,117,836,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,114,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/017/017-1677396804.pdf
ABIA,ABA SOUTH,ASA,01-02-02-018,ASA-TOWNSHIP PRIM.SCH. IV,91,736,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,90,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/018/018-1677406219.pdf
ABIA,ABA SOUTH,ASA,01-02-02-019,ASA UKPOR HALL I,105,561,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,100,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/019/019-1677407181.pdf
ABIA,ABA SOUTH,ENYIMBA,01-02-03-001,ENYIMBA-OBUDA VILLAGE HALL I,206,1267,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,189,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/360/result_161271_1677509012_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-002,ENYIMBA-OBUDA VILLAGE HALL II,200,1491,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,191,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/361/result_161272_1677510003_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-004,ENYIMBA- ISIEKENESI HALL I,91,667,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,91,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/363/result_161274_1677510809_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-005,ENYIMBA- ISIEKENESI HALL II,140,996,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,137,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/364/result_161275_1677511178_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-006,ENYIMBA- ISIEKENESI HALL III,164,873,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,0,157,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/365/result_161276_1677511962_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-007,ENYIMBA- ISIEKENESI HALL IV,143,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,0,140,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/366/result_161277_1677512659_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-008,ENYIMBA- ISIEKENESI HALL V,102,665,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,92,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/367/result_161278_1677512876_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-009,ENYIMBA- ISIEKENESI HALL VI,139,859,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,139,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/368/result_161279_1677513131_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-010,ENYIMBA-NATIONAL HIGH  SCHOOL I,158,1110,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,134,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/369/result_161280_1677513268_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-011,ENYIMBA-NATIONAL HIGH  SCHOOL II,248,1800,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,240,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/370/result_161281_1677513428_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-012,ENYIMBA-NATIONAL HIGH  SCHOOL III,190,1336,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,182,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/371/result_161282_1677513739_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-014,ENYIMBA-EKWULUMILI HALL II,62,368,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,60,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/373/result_161284_1677516013_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-015,ENYIMBA-EKWULUMILI HALL III,115,641,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,2,106,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/374/result_161285_1677514006_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-016,ENYIMBA-EKWULUMILI HALL IV,0,632,TRUE,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17540/pu/381/381-1677604276.pdf
ABIA,ABA SOUTH,ENYIMBA,01-02-03-017,ENYIMBA-EKWULUMILI HALL V,33,252,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,33,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/376/result_161287_1677514680_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-018,ENYIMBA-EKWULUMILI HALL VI,125,651,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,125,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/377/result_161288_1677514155_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-019,ENYIMBA-ABAUKWU VILLAGE HALL I,173,1065,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,150,3,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/378/result_161289_1677514947_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-021,ENYIMBA-ABAUKWU VILLAGE HALL III,85,787,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,83,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/380/result_161291_1677515093_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-022,ENYIMBA OKIJA HALL I,0,879,TRUE,0,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17540/pu/387/387-1677604747.pdf
ABIA,ABA SOUTH,ENYIMBA,01-02-03-023,ENYIMBA OKIJA HALL II,66,793,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,57,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/382/result_161293_1677515808_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-024,ENYIMBA -UMUOKPOJI HALL I,79,335,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,69,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/383/result_161294_1677515204_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-025,ENYIMBA -UMUOKPOJI HALL II,145,760,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,142,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/384/result_161295_1677515325_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-026,ENYIMBA -UMUOKPOJI HALL III,89,512,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,78,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/385/result_161296_1677515478_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-027,ENYIMBA -UMUOJI HALL I,125,724,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,112,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/386/result_161297_1677520963_thumb.jpg
ABIA,ABA SOUTH,ENYIMBA,01-02-03-028,ENYIMBA -UMUOJI HALL II,120,622,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,119,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/387/result_161298_1677518527_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-001,NGWA - EHIME HALL I,128,918,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,120,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/388/result_161323_1677504262_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-002,NGWA - EHIME HALL II,125,918,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/389/result_161324_1677505590_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-003,NGWA - UGA  HALL I,369,2699,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,340,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/390/result_161325_1677505087_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-004,NGWA-AKABO HALL I,81,731,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,78,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/391/result_161326_1677505306_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-005,NGWA-AKABO HALL II,61,528,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,61,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/392/result_161327_1677505966_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-006,NGWA-AKABO HALL III,76,726,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,72,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/393/result_161328_1677506399_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-007,NGWA-NKWERRE HALL I,69,763,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,67,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/394/result_161329_1677506195_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-008,NGWA-NKWERRE HALL II,142,1061,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,142,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/395/result_161330_1677506670_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-009,NGWA-NKWERRE HALL III,96,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,91,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/396/result_161331_1677506870_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-012,NGWA-NDOKI ROAD PRIM.SCHOOL III,177,1190,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,173,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/399/result_161334_1677508257_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-013,NGWA-AGULU PEOPLES HALL I,97,838,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,94,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/400/result_161335_1677510295_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-014,NGWA-AGULU PEOPLES HALL II,146,1348,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,144,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/401/result_161336_1677510695_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-015,NGWA-AGULU PEOPLES HALL III,109,865,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,108,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/402/result_161337_1677511831_thumb.jpg
ABIA,ABA SOUTH,NGWA,01-02-04-016,NGWA-AGULU PEOPLES HALL IV,130,1075,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/403/result_161338_1677511176_thumb.jpg
